sub,p,o
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/direct/P825,http://www.wikidata.org/entity/Q345
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387684
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/direct/P1644,20/ajaccio/cathedrale-notre-dame-de-l-assomption
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/direct/P2971,1821
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/direct/P3501,http://www.wikidata.org/entity/Q730757
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/direct/P3963,2A/accueil_2A004_1
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/direct/P5607,http://www.wikidata.org/entity/Q100785671
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/direct/P6375,rue Saint-Charles
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/direct/P6375,rue Forcioli-Conti
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/direct-normalized/P646,http://g.co/kg/m/02x7b96
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/q2437680-213E7E57-D517-4CBC-8457-DB2D9A7D736A
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q2437680-8FA58E24-CA42-46AA-82C2-19E1A674FFCE
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P454,http://www.wikidata.org/entity/statement/Q2437680-644D77E8-2F99-411F-A75B-0D75C0B0AC5F
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P485,http://www.wikidata.org/entity/statement/Q2437680-62320B17-3356-425C-B5AB-ADB20BA36CE7
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P571,http://www.wikidata.org/entity/statement/Q2437680-F1FB75D7-7C92-49E8-BB33-1F9B0736E5DB
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/q2437680-30278AA2-CA67-4C7D-A600-8DABA4DDFE43
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P646,http://www.wikidata.org/entity/statement/Q2437680-5836656D-0752-4101-8919-75910DD97F69
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P708,http://www.wikidata.org/entity/statement/Q2437680-F045F9DA-80D9-4CA8-8649-0335190E3B02
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P825,http://www.wikidata.org/entity/statement/Q2437680-6C0282D6-C117-4A73-B6E5-B65A41C5109F
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q2437680-75E55C9B-87CA-4292-85F7-023F72F7FAD2
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P1644,http://www.wikidata.org/entity/statement/Q2437680-A62E1CFE-C627-4052-AF64-32BAB6A90DFC
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P2971,http://www.wikidata.org/entity/statement/Q2437680-BB1AE5CC-29B4-4A89-A68F-B788A2F5C50B
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P3501,http://www.wikidata.org/entity/statement/Q2437680-A7333680-03EE-4E13-9515-FB5C09BD0DEB
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P3963,http://www.wikidata.org/entity/statement/Q2437680-e642eee3-4558-fa1e-0d3a-056b57c16a02
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P5607,http://www.wikidata.org/entity/statement/Q2437680-e2aa3910-0784-4eff-b636-54dace7f9bf4
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P6375,http://www.wikidata.org/entity/statement/Q2437680-6E378A04-0F4A-4AC1-9645-082DD9C85691
http://www.wikidata.org/entity/Q2437680,http://www.wikidata.org/prop/P6375,http://www.wikidata.org/entity/statement/Q2437680-C1030414-1564-48D6-BECD-E8D911E7BF8B
http://www.wikidata.org/entity/Q3379494,http://schema.org/version,1340235897
http://www.wikidata.org/entity/Q3379494,http://schema.org/dateModified,2021-01-13T12:59:39Z
http://www.wikidata.org/entity/Q3379494,http://schema.org/description,tour génoise de Corse
http://www.wikidata.org/entity/Q3379494,http://schema.org/description,Tŵr Genoa yng Nghorsica
http://www.wikidata.org/entity/Q3379494,http://schema.org/description,"Genua-toren in Grosseto-Prugna, Frankrijk"
http://www.wikidata.org/entity/Q3379494,http://www.w3.org/2000/01/rdf-schema#label,Torra di Capiteddu
http://www.wikidata.org/entity/Q3379494,http://www.w3.org/2000/01/rdf-schema#label,Tŵr di Capiteddu
http://www.wikidata.org/entity/Q3379494,http://www.w3.org/2000/01/rdf-schema#label,Torra di Capiteddu
http://www.wikidata.org/entity/Q3379494,http://www.w3.org/2000/01/rdf-schema#label,tour de Capitello
http://www.wikidata.org/entity/Q3379494,http://www.w3.org/2000/01/rdf-schema#label,Torra di Capiteddu
http://www.wikidata.org/entity/Q3379494,http://www.w3.org/2004/02/skos/core#altLabel,Torra di Capitellu
http://www.wikidata.org/entity/Q3379494,http://wikiba.se/ontology#statements,10
http://www.wikidata.org/entity/Q3379494,http://wikiba.se/ontology#sitelinks,6
http://www.wikidata.org/entity/Q3379494,http://wikiba.se/ontology#identifiers,2
http://www.wikidata.org/entity/Q3379494,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q3379494,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Torra%20di%20Capiteddu.JPG
http://www.wikidata.org/entity/Q3379494,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1502700
http://www.wikidata.org/entity/Q3379494,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q1060249
http://www.wikidata.org/entity/Q3379494,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q3379494-D8C139A8-1EDE-40E1-A986-FDB81784725D
http://www.wikidata.org/entity/Q3379494,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q3379494-49BEC5F2-A13C-4CA1-AE34-2B4BB363B865
